rodada,ano,mandante,visitante,vencedor,mandante_Placar,visitante_Placar
8,2007,Figueirense,Sao Paulo,-,0,0
8,2007,Sport,Nautico,Sport,4,1
8,2007,Santos,Gremio,-,0,0
8,2007,Cruzeiro,Vasco,Cruzeiro,3,1
8,2007,America-RN,Goias,Goias,0,3
8,2007,Internacional,Atletico-MG,-,1,1
8,2007,Parana,Athletico-PR,-,2,2
8,2007,Fluminense,Botafogo-RJ,Botafogo-RJ,1,2
8,2007,Corinthians,Palmeiras,Palmeiras,0,1
9,2007,Palmeiras,America-RN,Palmeiras,2,0
9,2007,Sao Paulo,Internacional,Sao Paulo,1,0
9,2007,Figueirense,Cruzeiro,Figueirense,2,1
9,2007,Gremio,Juventude,Gremio,3,1
9,2007,Athletico-PR,Nautico,-,1,1
9,2007,Fluminense,Parana,-,0,0
9,2007,Goias,Botafogo-RJ,-,1,1
9,2007,Sport,Corinthians,Sport,2,1
9,2007,Atletico-MG,Flamengo,-,1,1
9,2007,Vasco,Santos,Vasco,4,0
10,2007,Parana,America-RN,America-RN,0,1
10,2007,Santos,Cruzeiro,Santos,4,1
10,2007,Corinthians,Fluminense,-,1,1
10,2007,Atletico-MG,Gremio,Gremio,0,1
10,2007,Botafogo-RJ,Athletico-PR,Botafogo-RJ,2,0
10,2007,Goias,Sport,Goias,3,2
10,2007,Internacional,Figueirense,Internacional,2,1
10,2007,Nautico,Palmeiras,Palmeiras,0,1
10,2007,Juventude,Vasco,Juventude,2,0
29,2007,Sao Paulo,Flamengo,-,0,0
11,2007,Parana,Figueirense,Figueirense,1,2
11,2007,Juventude,Nautico,-,1,1
11,2007,Vasco,Athletico-PR,Vasco,1,0
11,2007,Santos,Botafogo-RJ,Santos,3,0
11,2007,Sport,Atletico-MG,Sport,2,0
11,2007,Gremio,Palmeiras,-,1,1
11,2007,Cruzeiro,Goias,Cruzeiro,2,1
11,2007,America-RN,Internacional,Internacional,1,2
11,2007,Corinthians,Sao Paulo,-,1,1
12,2007,Figueirense,Sport,Sport,0,1
12,2007,Atletico-MG,America-RN,Atletico-MG,4,1
12,2007,Athletico-PR,Juventude,Athletico-PR,4,0
12,2007,Internacional,Corinthians,Internacional,3,0
12,2007,Nautico,Cruzeiro,Cruzeiro,1,4
12,2007,Sao Paulo,Fluminense,Fluminense,0,1
12,2007,Flamengo,Parana,Parana,1,2
12,2007,Goias,Gremio,-,0,0
12,2007,Palmeiras,Santos,-,2,2
14,2007,Botafogo-RJ,Juventude,Botafogo-RJ,3,1
14,2007,Atletico-MG,Fluminense,Atletico-MG,3,0
14,2007,Sao Paulo,Sport,Sao Paulo,3,1
13,2007,Juventude,Internacional,Juventude,2,0
13,2007,America-RN,Athletico-PR,America-RN,2,1
13,2007,Vasco,Atletico-MG,Vasco,4,0
13,2007,Corinthians,Nautico,Nautico,0,3
13,2007,Fluminense,Goias,Fluminense,3,0
13,2007,Gremio,Flamengo,Gremio,1,0
13,2007,Cruzeiro,Sao Paulo,Sao Paulo,1,2
13,2007,Parana,Palmeiras,Parana,1,0
13,2007,Sport,Botafogo-RJ,-,3,3
13,2007,Santos,Figueirense,Santos,3,1
14,2007,Athletico-PR,Cruzeiro,-,2,2
14,2007,Goias,Santos,Goias,1,0
14,2007,Nautico,Gremio,Gremio,0,2
14,2007,Flamengo,America-RN,Flamengo,3,1
14,2007,Palmeiras,Vasco,Palmeiras,3,2
14,2007,Figueirense,Corinthians,-,2,2
14,2007,Internacional,Parana,Internacional,1,0
15,2007,Santos,Nautico,Nautico,1,2
15,2007,Vasco,Goias,Vasco,4,1
15,2007,Gremio,Athletico-PR,-,1,1
15,2007,Corinthians,Flamengo,-,2,2
15,2007,Parana,Atletico-MG,Atletico-MG,1,3
15,2007,Juventude,Palmeiras,-,1,1
15,2007,Sport,Internacional,Internacional,1,5
15,2007,Cruzeiro,Botafogo-RJ,Cruzeiro,3,2
15,2007,America-RN,Sao Paulo,Sao Paulo,0,1
15,2007,Fluminense,Figueirense,-,1,1
16,2007,Nautico,Fluminense,-,0,0
16,2007,Goias,Parana,Goias,2,0
16,2007,Palmeiras,Sport,Sport,1,2
16,2007,Botafogo-RJ,America-RN,Botafogo-RJ,4,2
16,2007,Atletico-MG,Santos,Santos,1,2
16,2007,Athletico-PR,Corinthians,-,2,2
16,2007,Internacional,Vasco,Vasco,0,2
16,2007,Sao Paulo,Juventude,Sao Paulo,3,1
16,2007,Figueirense,Gremio,Figueirense,1,0
17,2007,Sport,Athletico-PR,Sport,3,2
17,2007,America-RN,Nautico,Nautico,1,5
17,2007,Corinthians,Goias,Corinthians,1,0
17,2007,Santos,Flamengo,Santos,3,0
17,2007,Cruzeiro,Internacional,Cruzeiro,3,2
17,2007,Fluminense,Palmeiras,Palmeiras,0,1
17,2007,Juventude,Atletico-MG,Atletico-MG,1,2
17,2007,Gremio,Sao Paulo,Sao Paulo,0,2
17,2007,Vasco,Figueirense,-,2,2
17,2007,Parana,Botafogo-RJ,-,0,0
18,2007,Cruzeiro,Sport,Cruzeiro,2,0
18,2007,Juventude,Fluminense,-,0,0
18,2007,Nautico,Figueirense,Nautico,4,2
18,2007,Goias,Atletico-MG,Goias,3,2
18,2007,Athletico-PR,Flamengo,Athletico-PR,2,0
18,2007,Botafogo-RJ,Sao Paulo,Sao Paulo,0,2
18,2007,Vasco,Corinthians,Vasco,2,0
18,2007,Gremio,America-RN,Gremio,3,0
18,2007,Palmeiras,Internacional,-,1,1
18,2007,Santos,Parana,Santos,2,0
19,2007,Sport,Juventude,Sport,3,0
19,2007,Sao Paulo,Athletico-PR,Sao Paulo,2,0
19,2007,Flamengo,Nautico,Flamengo,2,1
19,2007,Corinthians,Gremio,Corinthians,2,1
19,2007,Atletico-MG,Palmeiras,Palmeiras,1,2
19,2007,Figueirense,Botafogo-RJ,-,1,1
19,2007,Internacional,Goias,Internacional,1,0
19,2007,America-RN,Cruzeiro,Cruzeiro,1,2
19,2007,Fluminense,Santos,Fluminense,3,0
19,2007,Parana,Vasco,-,0,0
7,2007,Botafogo-RJ,Corinthians,Corinthians,2,3
11,2007,Fluminense,Flamengo,Flamengo,0,1
20,2007,Santos,Sport,Santos,2,0
20,2007,Athletico-PR,Figueirense,-,1,1
20,2007,Gremio,Parana,Gremio,2,0
20,2007,Palmeiras,Flamengo,Palmeiras,2,1
20,2007,Nautico,Atletico-MG,Atletico-MG,0,1
20,2007,Juventude,Corinthians,-,2,2
20,2007,Vasco,America-RN,Vasco,2,0
20,2007,Botafogo-RJ,Internacional,-,1,1
20,2007,Cruzeiro,Fluminense,Cruzeiro,4,2
20,2007,Goias,Sao Paulo,-,0,0
8,2007,Flamengo,Juventude,Flamengo,4,0
21,2007,Corinthians,Cruzeiro,Cruzeiro,0,3
21,2007,Fluminense,Gremio,-,1,1
21,2007,Internacional,Athletico-PR,Internacional,1,0
21,2007,Atletico-MG,Botafogo-RJ,Botafogo-RJ,1,2
21,2007,Sao Paulo,Nautico,Sao Paulo,5,0
21,2007,Parana,Juventude,Parana,3,1
21,2007,Figueirense,Palmeiras,Palmeiras,1,2
21,2007,America-RN,Santos,Santos,1,4
21,2007,Sport,Vasco,-,0,0
21,2007,Flamengo,Goias,Flamengo,3,1
22,2007,Parana,Cruzeiro,-,2,2
22,2007,Juventude,Goias,Juventude,2,0
22,2007,Botafogo-RJ,Flamengo,-,1,1
22,2007,Figueirense,America-RN,Figueirense,3,1
22,2007,Palmeiras,Sao Paulo,Sao Paulo,0,1
22,2007,Atletico-MG,Corinthians,Atletico-MG,5,2
22,2007,Sport,Gremio,Sport,2,0
22,2007,Internacional,Fluminense,Fluminense,1,4
22,2007,Santos,Athletico-PR,Santos,3,1
22,2007,Vasco,Nautico,Vasco,4,1
23,2007,Sao Paulo,Parana,Sao Paulo,6,0
23,2007,Flamengo,Sport,-,1,1
23,2007,America-RN,Juventude,Juventude,0,3
23,2007,Corinthians,Santos,Corinthians,2,0
23,2007,Cruzeiro,Palmeiras,Cruzeiro,5,0
23,2007,Athletico-PR,Atletico-MG,Athletico-PR,1,0
23,2007,Gremio,Botafogo-RJ,Gremio,3,0
23,2007,Goias,Figueirense,Goias,2,1
23,2007,Fluminense,Vasco,-,1,1
23,2007,Nautico,Internacional,-,1,1
24,2007,Corinthians,America-RN,Corinthians,1,0
24,2007,Goias,Athletico-PR,Athletico-PR,2,3
24,2007,Flamengo,Figueirense,Flamengo,4,1
24,2007,Juventude,Cruzeiro,Juventude,1,0
24,2007,Santos,Internacional,Santos,2,1
24,2007,Atletico-MG,Sao Paulo,-,0,0
24,2007,Gremio,Vasco,Gremio,3,1
24,2007,Parana,Nautico,Nautico,2,4
24,2007,Botafogo-RJ,Palmeiras,-,1,1
24,2007,Sport,Fluminense,Fluminense,0,2
25,2007,Figueirense,Atletico-MG,Figueirense,2,1
25,2007,Internacional,Flamengo,Internacional,3,0
25,2007,Vasco,Sao Paulo,Sao Paulo,0,2
25,2007,Cruzeiro,Gremio,Cruzeiro,2,0
25,2007,Santos,Juventude,Santos,1,0
25,2007,Nautico,Botafogo-RJ,Nautico,4,1
25,2007,Parana,Corinthians,Parana,1,0
25,2007,Fluminense,Athletico-PR,Fluminense,2,0
25,2007,America-RN,Sport,-,1,1
25,2007,Palmeiras,Goias,Palmeiras,2,0
16,2007,Flamengo,Cruzeiro,Flamengo,3,1
26,2007,Goias,Nautico,Nautico,0,3
26,2007,Fluminense,America-RN,Fluminense,2,0
26,2007,Sao Paulo,Santos,Sao Paulo,2,1
26,2007,Corinthians,Botafogo-RJ,Botafogo-RJ,0,1
26,2007,Athletico-PR,Palmeiras,Athletico-PR,2,1
26,2007,Sport,Parana,Sport,3,1
26,2007,Atletico-MG,Cruzeiro,Cruzeiro,3,4
26,2007,Figueirense,Juventude,Figueirense,4,1
26,2007,Flamengo,Vasco,-,1,1
26,2007,Gremio,Internacional,Gremio,1,0
27,2007,Sao Paulo,Figueirense,Sao Paulo,2,0
27,2007,Gremio,Santos,Gremio,1,0
27,2007,Goias,America-RN,-,1,1
27,2007,Juventude,Flamengo,-,2,2
27,2007,Nautico,Sport,Nautico,2,0
27,2007,Palmeiras,Corinthians,Palmeiras,1,0
27,2007,Atletico-MG,Internacional,-,2,2
27,2007,Athletico-PR,Parana,Athletico-PR,2,1
27,2007,Botafogo-RJ,Fluminense,Fluminense,0,2
27,2007,Vasco,Cruzeiro,Cruzeiro,0,2
28,2007,Nautico,Athletico-PR,Nautico,5,0
28,2007,Corinthians,Sport,Sport,1,2
28,2007,Flamengo,Atletico-MG,Flamengo,1,0
28,2007,Santos,Vasco,Santos,1,0
28,2007,Botafogo-RJ,Goias,Goias,0,3
28,2007,Internacional,Sao Paulo,Sao Paulo,1,2
28,2007,Juventude,Gremio,Gremio,1,2
28,2007,Cruzeiro,Figueirense,Figueirense,1,2
28,2007,America-RN,Palmeiras,-,0,0
28,2007,Parana,Fluminense,Parana,3,1
29,2007,Palmeiras,Nautico,Palmeiras,2,1
29,2007,Sport,Goias,Sport,4,0
29,2007,Gremio,Atletico-MG,-,2,2
29,2007,Vasco,Juventude,Juventude,0,1
29,2007,Athletico-PR,Botafogo-RJ,Athletico-PR,2,0
29,2007,Fluminense,Corinthians,-,1,1
29,2007,Cruzeiro,Santos,Santos,0,1
10,2007,Flamengo,Sao Paulo,Flamengo,1,0
29,2007,America-RN,Parana,America-RN,3,2
29,2007,Figueirense,Internacional,-,0,0
30,2007,Palmeiras,Gremio,Palmeiras,2,0
30,2007,Botafogo-RJ,Santos,Santos,1,2
30,2007,Nautico,Juventude,Nautico,4,1
30,2007,Sao Paulo,Corinthians,Corinthians,0,1
30,2007,Athletico-PR,Vasco,Athletico-PR,1,0
30,2007,Atletico-MG,Sport,Atletico-MG,3,1
30,2007,Internacional,America-RN,Internacional,2,0
30,2007,Goias,Cruzeiro,-,0,0
30,2007,Figueirense,Parana,Figueirense,4,0
30,2007,Flamengo,Fluminense,Fluminense,0,2
31,2007,Sport,Figueirense,-,0,0
31,2007,Cruzeiro,Nautico,-,2,2
31,2007,Juventude,Athletico-PR,-,0,0
31,2007,Corinthians,Internacional,-,1,1
31,2007,Parana,Flamengo,Flamengo,0,1
31,2007,Fluminense,Sao Paulo,-,1,1
31,2007,America-RN,Atletico-MG,Atletico-MG,0,1
31,2007,Santos,Palmeiras,-,1,1
31,2007,Gremio,Goias,Gremio,2,1
31,2007,Vasco,Botafogo-RJ,Vasco,2,1
7,2007,Vasco,Flamengo,Flamengo,1,2
32,2007,Palmeiras,Parana,Palmeiras,3,0
32,2007,Goias,Fluminense,Goias,5,3
32,2007,Botafogo-RJ,Sport,Botafogo-RJ,3,1
32,2007,Nautico,Corinthians,Nautico,1,0
32,2007,Atletico-MG,Vasco,Atletico-MG,1,0
32,2007,Sao Paulo,Cruzeiro,Sao Paulo,1,0
32,2007,Athletico-PR,America-RN,Athletico-PR,2,0
32,2007,Figueirense,Santos,Figueirense,1,0
32,2007,Internacional,Juventude,Internacional,3,0
32,2007,Flamengo,Gremio,Flamengo,2,0
33,2007,Fluminense,Atletico-MG,-,1,1
33,2007,Cruzeiro,Athletico-PR,-,1,1
33,2007,Santos,Goias,Santos,3,0
33,2007,Sport,Sao Paulo,Sao Paulo,1,2
33,2007,America-RN,Flamengo,Flamengo,0,1
33,2007,Gremio,Nautico,Gremio,4,3
33,2007,Corinthians,Figueirense,Corinthians,2,1
33,2007,Parana,Internacional,Parana,1,0
33,2007,Juventude,Botafogo-RJ,-,1,1
33,2007,Vasco,Palmeiras,-,2,2
34,2007,Athletico-PR,Gremio,Athletico-PR,2,0
34,2007,Figueirense,Fluminense,Fluminense,0,2
34,2007,Atletico-MG,Parana,-,0,0
34,2007,Goias,Vasco,Vasco,2,3
34,2007,Nautico,Santos,Santos,1,2
34,2007,Flamengo,Corinthians,Flamengo,2,1
34,2007,Sao Paulo,America-RN,Sao Paulo,3,0
34,2007,Botafogo-RJ,Cruzeiro,Botafogo-RJ,4,1
34,2007,Palmeiras,Juventude,Juventude,0,1
34,2007,Internacional,Sport,-,0,0
35,2007,Parana,Goias,Parana,1,0
35,2007,Fluminense,Nautico,Fluminense,2,1
35,2007,Gremio,Figueirense,Figueirense,1,2
35,2007,Santos,Atletico-MG,-,2,2
35,2007,Cruzeiro,Flamengo,Cruzeiro,3,1
35,2007,Corinthians,Athletico-PR,-,2,2
35,2007,America-RN,Botafogo-RJ,-,1,1
35,2007,Sport,Palmeiras,Sport,3,1
35,2007,Vasco,Internacional,Internacional,1,2
35,2007,Juventude,Sao Paulo,Juventude,2,0
36,2007,Botafogo-RJ,Parana,Botafogo-RJ,3,2
36,2007,Nautico,America-RN,Nautico,4,0
36,2007,Internacional,Cruzeiro,Internacional,1,0
36,2007,Goias,Corinthians,-,1,1
36,2007,Figueirense,Vasco,-,3,3
36,2007,Athletico-PR,Sport,-,0,0
36,2007,Atletico-MG,Juventude,Atletico-MG,4,1
36,2007,Sao Paulo,Gremio,Sao Paulo,1,0
36,2007,Flamengo,Santos,Flamengo,1,0
36,2007,Palmeiras,Fluminense,Palmeiras,1,0
37,2007,America-RN,Gremio,Gremio,0,3
37,2007,Fluminense,Juventude,Fluminense,3,2
37,2007,Sao Paulo,Botafogo-RJ,-,2,2
37,2007,Internacional,Palmeiras,Internacional,2,1
37,2007,Parana,Santos,Santos,2,3
37,2007,Sport,Cruzeiro,Sport,1,0
37,2007,Flamengo,Athletico-PR,Flamengo,2,0
37,2007,Atletico-MG,Goias,Atletico-MG,4,1
37,2007,Figueirense,Nautico,Figueirense,2,0
37,2007,Corinthians,Vasco,Vasco,0,1
38,2007,Athletico-PR,Sao Paulo,Athletico-PR,2,1
38,2007,Santos,Fluminense,Fluminense,2,4
38,2007,Nautico,Flamengo,Nautico,1,0
38,2007,Palmeiras,Atletico-MG,Atletico-MG,1,3
38,2007,Cruzeiro,America-RN,Cruzeiro,2,0
38,2007,Gremio,Corinthians,-,1,1
38,2007,Goias,Internacional,Goias,2,1
38,2007,Vasco,Parana,Vasco,3,0
38,2007,Botafogo-RJ,Figueirense,-,1,1
38,2007,Juventude,Sport,Juventude,2,1
1,2008,Nautico,Goias,Nautico,2,1
1,2008,Sao Paulo,Gremio,Gremio,0,1
1,2008,Vitoria,Cruzeiro,Cruzeiro,0,2
1,2008,Coritiba,Palmeiras,Coritiba,2,0
1,2008,Internacional,Vasco,Internacional,1,0
1,2008,Botafogo-RJ,Sport,Botafogo-RJ,2,0
1,2008,Ipatinga,Athletico-PR,Athletico-PR,0,1
1,2008,Portuguesa,Figueirense,-,5,5
1,2008,Atletico-MG,Fluminense,-,0,0
1,2008,Flamengo,Santos,Flamengo,3,1
2,2008,Cruzeiro,Botafogo-RJ,Cruzeiro,1,0
2,2008,Sport,Vitoria,-,0,0
2,2008,Vasco,Portuguesa,Vasco,3,1
2,2008,Gremio,Flamengo,-,0,0
2,2008,Athletico-PR,Sao Paulo,-,1,1
2,2008,Fluminense,Nautico,Nautico,0,2
2,2008,Goias,Atletico-MG,-,1,1
2,2008,Figueirense,Coritiba,Figueirense,2,1
2,2008,Palmeiras,Internacional,Palmeiras,2,1
2,2008,Santos,Ipatinga,Santos,4,0
3,2008,Gremio,Nautico,Gremio,2,0
3,2008,Flamengo,Internacional,Flamengo,2,1
3,2008,Vitoria,Figueirense,Vitoria,4,0
3,2008,Cruzeiro,Santos,Cruzeiro,4,0
3,2008,Sao Paulo,Coritiba,-,1,1
3,2008,Sport,Fluminense,Sport,2,1
3,2008,Goias,Ipatinga,-,1,1
3,2008,Athletico-PR,Atletico-MG,-,1,1
3,2008,Portuguesa,Palmeiras,-,1,1
3,2008,Botafogo-RJ,Vasco,-,1,1
4,2008,Vasco,Gremio,Vasco,2,1
4,2008,Internacional,Sport,-,1,1
4,2008,Figueirense,Goias,-,0,0
4,2008,Santos,Sao Paulo,-,0,0
4,2008,Coritiba,Cruzeiro,-,1,1
4,2008,Nautico,Botafogo-RJ,Nautico,3,0
4,2008,Ipatinga,Vitoria,Ipatinga,2,0
4,2008,Palmeiras,Athletico-PR,Palmeiras,1,0
4,2008,Atletico-MG,Portuguesa,Atletico-MG,2,0
4,2008,Fluminense,Flamengo,Flamengo,0,1
5,2008,Sao Paulo,Atletico-MG,Sao Paulo,5,1
5,2008,Flamengo,Figueirense,Flamengo,5,0
5,2008,Ipatinga,Nautico,-,0,0
5,2008,Portuguesa,Internacional,Portuguesa,3,1
5,2008,Gremio,Fluminense,Gremio,2,1
5,2008,Sport,Palmeiras,Sport,2,0
5,2008,Athletico-PR,Goias,Athletico-PR,5,0
5,2008,Botafogo-RJ,Coritiba,Botafogo-RJ,2,1
5,2008,Cruzeiro,Vasco,Cruzeiro,1,0
5,2008,Vitoria,Santos,Vitoria,1,0
6,2008,Fluminense,Santos,-,1,1
6,2008,Palmeiras,Cruzeiro,Palmeiras,5,2
6,2008,Atletico-MG,Ipatinga,Atletico-MG,4,2
6,2008,Flamengo,Sao Paulo,Sao Paulo,2,4
6,2008,Internacional,Botafogo-RJ,Internacional,2,1
6,2008,Figueirense,Sport,Figueirense,3,1
6,2008,Portuguesa,Athletico-PR,Portuguesa,1,0
6,2008,Coritiba,Vitoria,-,0,0
6,2008,Nautico,Vasco,-,1,1
6,2008,Goias,Gremio,Gremio,0,3
7,2008,Botafogo-RJ,Portuguesa,Portuguesa,0,1
7,2008,Sao Paulo,Sport,Sao Paulo,1,0
7,2008,Cruzeiro,Figueirense,Cruzeiro,3,0
7,2008,Coritiba,Fluminense,Coritiba,2,1
7,2008,Ipatinga,Flamengo,Flamengo,1,3
7,2008,Vitoria,Internacional,Vitoria,2,1
7,2008,Vasco,Palmeiras,Palmeiras,0,2
7,2008,Gremio,Athletico-PR,Gremio,3,0
7,2008,Santos,Goias,Goias,0,4
7,2008,Nautico,Atletico-MG,Nautico,2,1
8,2008,Vasco,Ipatinga,Vasco,4,2
8,2008,Vitoria,Goias,Vitoria,3,0
8,2008,Portuguesa,Santos,-,0,0
8,2008,Cruzeiro,Sao Paulo,-,1,1
8,2008,Figueirense,Atletico-MG,-,1,1
8,2008,Sport,Flamengo,Flamengo,1,2
8,2008,Athletico-PR,Coritiba,-,1,1
8,2008,Gremio,Internacional,-,1,1
8,2008,Fluminense,Botafogo-RJ,-,0,0
8,2008,Palmeiras,Nautico,Palmeiras,2,0
9,2008,Sport,Cruzeiro,Sport,1,0
9,2008,Athletico-PR,Santos,Athletico-PR,1,0
9,2008,Flamengo,Nautico,Flamengo,3,0
9,2008,Figueirense,Vasco,Figueirense,2,1
9,2008,Portuguesa,Vitoria,Vitoria,1,2
9,2008,Atletico-MG,Palmeiras,-,1,1
9,2008,Internacional,Coritiba,Internacional,3,0
9,2008,Botafogo-RJ,Gremio,Botafogo-RJ,2,0
9,2008,Sao Paulo,Ipatinga,-,1,1
9,2008,Goias,Fluminense,Goias,1,0
11,2008,Sao Paulo,Palmeiras,Sao Paulo,2,1
11,2008,Cruzeiro,Atletico-MG,Cruzeiro,2,1
11,2008,Athletico-PR,Internacional,-,1,1
11,2008,Santos,Botafogo-RJ,-,2,2
11,2008,Ipatinga,Figueirense,Figueirense,0,1
11,2008,Gremio,Portuguesa,Gremio,2,1
11,2008,Nautico,Sport,Sport,0,2
11,2008,Flamengo,Vasco,Flamengo,3,1
10,2008,Internacional,Goias,Internacional,1,0
10,2008,Coritiba,Portuguesa,Coritiba,4,0
10,2008,Fluminense,Athletico-PR,Fluminense,3,0
10,2008,Vitoria,Botafogo-RJ,Vitoria,5,2
10,2008,Atletico-MG,Flamengo,-,1,1
10,2008,Santos,Gremio,-,1,1
10,2008,Nautico,Sao Paulo,Nautico,2,1
10,2008,Palmeiras,Figueirense,-,1,1
10,2008,Ipatinga,Cruzeiro,-,2,2
10,2008,Vasco,Sport,Vasco,4,0
11,2008,Fluminense,Vitoria,Fluminense,2,1
11,2008,Goias,Coritiba,-,2,2
12,2008,Sport,Gremio,-,2,2
12,2008,Botafogo-RJ,Ipatinga,Botafogo-RJ,4,0
12,2008,Figueirense,Santos,Figueirense,3,0
12,2008,Portuguesa,Nautico,Portuguesa,3,2
12,2008,Cruzeiro,Athletico-PR,Cruzeiro,1,0
12,2008,Palmeiras,Fluminense,Palmeiras,3,1
12,2008,Vitoria,Sao Paulo,Sao Paulo,1,3
12,2008,Vasco,Goias,-,1,1
12,2008,Internacional,Atletico-MG,Internacional,1,0
12,2008,Coritiba,Flamengo,Coritiba,1,0
14,2008,Palmeiras,Santos,Palmeiras,4,2
14,2008,Figueirense,Gremio,Gremio,1,7
14,2008,Sport,Athletico-PR,Sport,1,0
13,2008,Ipatinga,Portuguesa,Ipatinga,4,1
13,2008,Fluminense,Figueirense,Fluminense,1,0
13,2008,Gremio,Cruzeiro,Gremio,1,0
13,2008,Athletico-PR,Vasco,Athletico-PR,3,1
13,2008,Goias,Palmeiras,Goias,3,2
13,2008,Santos,Sport,Santos,1,0
13,2008,Nautico,Internacional,-,1,1
13,2008,Flamengo,Vitoria,Vitoria,0,1
13,2008,Sao Paulo,Botafogo-RJ,Sao Paulo,2,1
13,2008,Atletico-MG,Coritiba,Atletico-MG,3,2
14,2008,Coritiba,Ipatinga,Coritiba,1,0
14,2008,Cruzeiro,Goias,Goias,0,1
14,2008,Vitoria,Nautico,Vitoria,2,0
14,2008,Vasco,Fluminense,-,3,3
14,2008,Internacional,Sao Paulo,Internacional,2,0
14,2008,Portuguesa,Flamengo,-,2,2
14,2008,Botafogo-RJ,Atletico-MG,Botafogo-RJ,4,0
15,2008,Nautico,Coritiba,Coritiba,1,2
15,2008,Ipatinga,Internacional,Ipatinga,1,0
15,2008,Fluminense,Cruzeiro,Cruzeiro,1,3
15,2008,Santos,Vasco,Santos,5,2
15,2008,Gremio,Palmeiras,-,1,1
15,2008,Athletico-PR,Figueirense,-,0,0
15,2008,Goias,Sport,Sport,1,2
15,2008,Atletico-MG,Vitoria,Atletico-MG,2,1
15,2008,Flamengo,Botafogo-RJ,-,0,0
15,2008,Sao Paulo,Portuguesa,Sao Paulo,3,1
16,2008,Cruzeiro,Nautico,Cruzeiro,4,2
16,2008,Vitoria,Athletico-PR,Vitoria,2,1
16,2008,Portuguesa,Fluminense,Portuguesa,3,1
16,2008,Botafogo-RJ,Goias,Botafogo-RJ,2,0
16,2008,Palmeiras,Flamengo,Palmeiras,1,0
16,2008,Figueirense,Sao Paulo,-,1,1
16,2008,Internacional,Santos,Santos,0,1
16,2008,Sport,Ipatinga,Sport,3,1
16,2008,Vasco,Atletico-MG,Vasco,6,1
16,2008,Coritiba,Gremio,Gremio,0,1
17,2008,Goias,Portuguesa,Goias,4,0
17,2008,Nautico,Figueirense,Figueirense,1,2
17,2008,Fluminense,Internacional,Internacional,1,2
17,2008,Gremio,Vitoria,Gremio,2,0
17,2008,Ipatinga,Palmeiras,Palmeiras,1,2
17,2008,Flamengo,Cruzeiro,Cruzeiro,1,2
17,2008,Sao Paulo,Vasco,Sao Paulo,4,0
17,2008,Santos,Coritiba,Coritiba,1,3
17,2008,Atletico-MG,Sport,Atletico-MG,2,1
17,2008,Athletico-PR,Botafogo-RJ,Botafogo-RJ,0,3
18,2008,Gremio,Ipatinga,Gremio,1,0
18,2008,Vasco,Coritiba,Coritiba,0,2
18,2008,Athletico-PR,Nautico,Athletico-PR,2,0
18,2008,Sport,Portuguesa,Sport,2,0
18,2008,Santos,Atletico-MG,Atletico-MG,2,3
18,2008,Goias,Flamengo,Goias,2,1
18,2008,Fluminense,Sao Paulo,Fluminense,3,1
18,2008,Palmeiras,Vitoria,Palmeiras,3,0
18,2008,Figueirense,Botafogo-RJ,Botafogo-RJ,1,2
18,2008,Cruzeiro,Internacional,Cruzeiro,2,0
19,2008,Flamengo,Athletico-PR,Flamengo,1,0
19,2008,Sao Paulo,Goias,Sao Paulo,2,1
19,2008,Atletico-MG,Gremio,Gremio,0,4
19,2008,Coritiba,Sport,Coritiba,3,0
19,2008,Vitoria,Vasco,Vitoria,5,0
19,2008,Portuguesa,Cruzeiro,Portuguesa,2,1
19,2008,Botafogo-RJ,Palmeiras,Botafogo-RJ,1,0
19,2008,Ipatinga,Fluminense,Ipatinga,2,1
19,2008,Nautico,Santos,Nautico,1,0
19,2008,Internacional,Figueirense,-,1,1
20,2008,Athletico-PR,Ipatinga,Athletico-PR,5,0
20,2008,Figueirense,Portuguesa,Figueirense,2,1
20,2008,Cruzeiro,Vitoria,Cruzeiro,2,1
20,2008,Gremio,Sao Paulo,Gremio,1,0
20,2008,Santos,Flamengo,-,2,2
20,2008,Vasco,Internacional,Vasco,4,0
20,2008,Goias,Nautico,Goias,3,0
20,2008,Fluminense,Atletico-MG,Fluminense,1,0
20,2008,Sport,Botafogo-RJ,Botafogo-RJ,0,1
20,2008,Palmeiras,Coritiba,Palmeiras,1,0
21,2008,Vitoria,Sport,-,0,0
21,2008,Coritiba,Figueirense,Coritiba,3,0
21,2008,Botafogo-RJ,Cruzeiro,Botafogo-RJ,1,0
21,2008,Sao Paulo,Athletico-PR,Sao Paulo,3,1
21,2008,Internacional,Palmeiras,Internacional,4,1
21,2008,Nautico,Fluminense,Fluminense,1,3
21,2008,Ipatinga,Santos,-,1,1
21,2008,Portuguesa,Vasco,Vasco,0,1
21,2008,Atletico-MG,Goias,-,1,1
21,2008,Flamengo,Gremio,Flamengo,2,1
22,2008,Fluminense,Sport,-,1,1
22,2008,Figueirense,Vitoria,Vitoria,1,2
22,2008,Coritiba,Sao Paulo,-,2,2
22,2008,Palmeiras,Portuguesa,Palmeiras,4,2
22,2008,Internacional,Flamengo,-,1,1
22,2008,Santos,Cruzeiro,Santos,2,0
22,2008,Ipatinga,Goias,Ipatinga,1,0
22,2008,Vasco,Botafogo-RJ,-,1,1
22,2008,Atletico-MG,Athletico-PR,Atletico-MG,4,0
